Count,Geometry,Phase,Orientation,Angle,r/D,L/D,H/D,Froude_No,Fluid_Reynolds,Archimedes_No,Stokes_No,Particle_Reynolds,Diameter_Ratio,Density_Ratio,Hardness,Volume_Fraction,Particle_Sharpness,Erosion_Ratio(mm/kg),-20%,+20%,Reference
124,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00692574577862145,0.00554059662289716,0.00831089493434574,https://www.sciencedirect.com/science/article/pii/S0043164815003749
125,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.0071336783958941,0.00570694271671528,0.00856041407507292,https://www.sciencedirect.com/science/article/pii/S0043164815003749
126,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00748878009279593,0.00599102407423674,0.00898653611135512,https://www.sciencedirect.com/science/article/pii/S0043164815003749
127,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.0076124392695158,0.00608995141561264,0.00913492712341896,https://www.sciencedirect.com/science/article/pii/S0043164815003749
128,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00836269734302143,0.00669015787441714,0.0100352368116257,https://www.sciencedirect.com/science/article/pii/S0043164815003749
129,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00974587675956068,0.00779670140764855,0.0116950521114728,https://www.sciencedirect.com/science/article/pii/S0043164815003749
130,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00803803262616897,0.00643042610093518,0.00964563915140276,https://www.sciencedirect.com/science/article/pii/S0043164815003749
131,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00658197133927517,0.00526557707142014,0.00789836560713021,https://www.sciencedirect.com/science/article/pii/S0043164815003749
132,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00578650939456203,0.00462920751564962,0.00694381127347444,https://www.sciencedirect.com/science/article/pii/S0043164815003749
133,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00559561701773259,0.00447649361418607,0.00671474042127911,https://www.sciencedirect.com/science/article/pii/S0043164815003749
134,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00559887582740377,0.00447910066192302,0.00671865099288452,https://www.sciencedirect.com/science/article/pii/S0043164815003749
135,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00594225251032926,0.00475380200826341,0.00713070301239511,https://www.sciencedirect.com/science/article/pii/S0043164815003749
136,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00624178333134144,0.00499342666507315,0.00749013999760973,https://www.sciencedirect.com/science/article/pii/S0043164815003749
137,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00699749348972877,0.00559799479178302,0.00839699218767452,https://www.sciencedirect.com/science/article/pii/S0043164815003749
138,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00511913322789524,0.00409530658231619,0.00614295987347429,https://www.sciencedirect.com/science/article/pii/S0043164815003749
139,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00391632956751395,0.00313306365401116,0.00469959548101674,https://www.sciencedirect.com/science/article/pii/S0043164815003749
140,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00409993031812331,0.00327994425449865,0.00491991638174797,https://www.sciencedirect.com/science/article/pii/S0043164815003749
141,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00600852841874841,0.00480682273499873,0.00721023410249809,https://www.sciencedirect.com/science/article/pii/S0043164815003749
142,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00702504506231818,0.00562003604985454,0.00843005407478182,https://www.sciencedirect.com/science/article/pii/S0043164815003749
143,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.0067876757101771,0.00543014056814168,0.00814521085221252,https://www.sciencedirect.com/science/article/pii/S0043164815003749
144,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00639612004511205,0.00511689603608964,0.00767534405413446,https://www.sciencedirect.com/science/article/pii/S0043164815003749
145,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00332183942567495,0.00265747154053996,0.00398620731080994,https://www.sciencedirect.com/science/article/pii/S0043164815003749
146,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00255097624172227,0.00204078099337782,0.00306117149006672,https://www.sciencedirect.com/science/article/pii/S0043164815003749
147,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00255347829764524,0.00204278263811619,0.00306417395717429,https://www.sciencedirect.com/science/article/pii/S0043164815003749
148,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00275054804109346,0.00220043843287477,0.00330065764931215,https://www.sciencedirect.com/science/article/pii/S0043164815003749
149,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00281919727038795,0.00225535781631036,0.00338303672446554,https://www.sciencedirect.com/science/article/pii/S0043164815003749
150,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00308926214061574,0.00247140971249259,0.00370711456873889,https://www.sciencedirect.com/science/article/pii/S0043164815003749
151,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00326491898442043,0.00261193518753634,0.00391790278130452,https://www.sciencedirect.com/science/article/pii/S0043164815003749
152,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00377543550317921,0.00302034840254337,0.00453052260381505,https://www.sciencedirect.com/science/article/pii/S0043164815003749
153,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00276215726754453,0.00220972581403562,0.00331458872105344,https://www.sciencedirect.com/science/article/pii/S0043164815003749
154,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00266767658666622,0.00213414126933298,0.00320121190399946,https://www.sciencedirect.com/science/article/pii/S0043164815003749
155,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00222864284411791,0.00178291427529433,0.00267437141294149,https://www.sciencedirect.com/science/article/pii/S0043164815003749
156,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00218227216556397,0.00174581773245118,0.00261872659867676,https://www.sciencedirect.com/science/article/pii/S0043164815003749
157,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00207958249524656,0.00166366599619725,0.00249549899429587,https://www.sciencedirect.com/science/article/pii/S0043164815003749
158,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00216797821725611,0.00173438257380489,0.00260157386070733,https://www.sciencedirect.com/science/article/pii/S0043164815003749
159,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.0017439903503109,0.00139519228024872,0.00209278842037308,https://www.sciencedirect.com/science/article/pii/S0043164815003749
160,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00271961204764044,0.00217568963811235,0.00326353445716853,https://www.sciencedirect.com/science/article/pii/S0043164815003749
161,DI,Liquid-solid,V-H,90,0,354.330708661417,3,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0180675569520817,1,0.0222654579477837,0.017812366358227,0.0267185495373404,https://www.sciencedirect.com/science/article/pii/S0043164815003749
162,DI,Liquid-solid,V-H,90,0,354.330708661417,0.2375,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.0221467461180679,0.0177173968944543,0.0265760953416815,https://www.sciencedirect.com/science/article/pii/S0043164815003749
163,DI,Liquid-solid,V-H,90,0,354.330708661417,3,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.047981721249048,1,0.0188150846901983,0.0150520677521586,0.022578101628238,https://www.sciencedirect.com/science/article/pii/S0043164815003749
164,DI,Liquid-solid,V-H,90,0,354.330708661417,3,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.0167368676624176,0.0133894941299341,0.0200842411949011,https://www.sciencedirect.com/science/article/pii/S0043164815003749
165,DI,Liquid-solid,V-H,90,0,354.330708661417,3,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0720118782479584,1,0.0166557980569942,0.0133246384455954,0.019986957668393,https://www.sciencedirect.com/science/article/pii/S0043164815003749
166,DI,Liquid-solid,V-H,90,0,354.330708661417,3,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.0138504341474515,0.0110803473179612,0.0166205209769418,https://www.sciencedirect.com/science/article/pii/S0043164815003749
167,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0180675569520817,1,0.0232686854657833,0.0186149483726266,0.02792242255894,https://www.sciencedirect.com/science/article/pii/S0043164815003749
168,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.0166289710368804,0.0133031768295043,0.0199547652442565,https://www.sciencedirect.com/science/article/pii/S0043164815003749
169,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.047981721249048,1,0.0109520688254475,0.008761655060358,0.013142482590537,https://www.sciencedirect.com/science/article/pii/S0043164815003749
170,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.0118351153902974,0.00946809231223792,0.0142021384683569,https://www.sciencedirect.com/science/article/pii/S0043164815003749
171,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0720118782479584,1,0.0100423987960564,0.00803391903684512,0.0120508785552677,https://www.sciencedirect.com/science/article/pii/S0043164815003749
172,DI,Liquid-solid,V-H,90,0,354.330708661417,5.2,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00833268856758374,0.00666615085406699,0.00999922628110049,https://www.sciencedirect.com/science/article/pii/S0043164815003749
173,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0180675569520817,1,0.0110011722837305,0.0088009378269844,0.0132014067404766,https://www.sciencedirect.com/science/article/pii/S0043164815003749
174,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0340030911901082,1,0.00800918749588834,0.00640734999671067,0.00961102499506601,https://www.sciencedirect.com/science/article/pii/S0043164815003749
175,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.047981721249048,1,0.00586553508278624,0.00469242806622899,0.00703864209934349,https://www.sciencedirect.com/science/article/pii/S0043164815003749
176,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0605035700864337,1,0.00560453254329532,0.00448362603463626,0.00672543905195438,https://www.sciencedirect.com/science/article/pii/S0043164815003749
177,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0720118782479584,1,0.00396143185240727,0.00316914548192582,0.00475371822288872,https://www.sciencedirect.com/science/article/pii/S0043164815003749
178,DI,Liquid-solid,V-H,90,0,354.330708661417,7.4,119.728285652644,1920,0.0049663125,0.146484375,45,0.0234375,0.4,132.001836547291,0.0822320117474302,1,0.00307453241254923,0.00245962593003938,0.00368943889505908,https://www.sciencedirect.com/science/article/pii/S0043164815003749
179,DI,Liquid-solid,V-H,90,0,354.330708661417,1.67105263157895,29.8480737362979,619.4,0.04370355,0.142088815789474,24.45,0.0394736842105263,0.377358490566038,2858.40382264876,5.66999036814239E-05,1,0.000119112094752048,9.52896758016384E-05,0.000142934513702458,Mansouri Thesis
180,DI,Liquid-solid,V-H,75,0,354.330708661417,1.67105263157895,29.8480737362979,619.4,0.04370355,0.142088815789474,24.45,0.0394736842105263,0.377358490566038,2858.40382264876,5.66999036814239E-05,1,0.000138278019139982,0.000110622415311986,0.000165933622967978,Mansouri Thesis
181,DI,Liquid-solid,V-H,45,0,354.330708661417,1.67105263157895,29.8480737362979,619.4,0.04370355,0.142088815789474,24.45,0.0394736842105263,0.377358490566038,2858.40382264876,5.66999036814239E-05,1,7.47045649527843E-05,5.97636519622274E-05,8.96454779433411E-05,Mansouri Thesis
182,DI,Liquid-solid,V-H,75,0,354.330708661417,1.67105263157895,29.8480737362979,11.2618181818182,1.44474545454545E-05,0.00258343301435407,0.444545454545455,0.0394736842105263,0.377358490566038,2858.40382264876,5.66999036814239E-05,1,0.0001726235607169,0.00013809884857352,0.00020714827286028,Mansouri Thesis
183,DI,Liquid-solid,V-H,45,0,354.330708661417,1.67105263157895,29.8480737362979,11.2618181818182,1.44474545454545E-05,0.00258343301435407,0.444545454545455,0.0394736842105263,0.377358490566038,2858.40382264876,5.66999036814239E-05,1,8.37798985695545E-05,6.70239188556436E-05,0.000100535878283465,Mansouri Thesis
184,DI,Liquid-solid,V-H,90,0,354.330708661417,1.67105263157895,29.8480737362979,619.4,0.04370355,0.142088815789474,24.45,0.0394736842105263,0.377358490566038,2858.40382264876,5.6699903681424E-05,1,7.23374536218082E-05,5.78699628974466E-05,8.68049443461698E-05,Mansouri Thesis
185,DI,Liquid-solid,V-H,90,0,354.330708661417,1.67105263157895,29.8480737362979,619.4,0.04370355,0.142088815789474,24.45,0.0394736842105263,0.377358490566038,2858.40382264876,5.6699903681424E-05,1,0.000110077908435973,8.80623267487784E-05,0.000132093490123168,Mansouri Thesis
186,DI,Gas-solid,H-V,90,0,354.330708661417,1.67105263157895,399.195096595886,56377.2222222222,2652.5826140625,10557.3830409357,2225.41666666667,0.0394736842105263,0.000462264150943396,15.9803322876767,4.23971062802327E-06,1,0.000208875708821282,0.000167100567057026,0.000250650850585538,https://www.sciencedirect.com/science/article/pii/S0043164814003627
187,DI,Gas-solid,H-V,60,0,354.330708661417,1.67105263157895,399.195096595886,56377.2222222222,2652.5826140625,10557.3830409357,2225.41666666667,0.0394736842105263,0.000462264150943396,15.9803322876767,4.23971062802327E-06,1,0.000194394340789475,0.00015551547263158,0.00023327320894737,https://www.sciencedirect.com/science/article/pii/S0043164814003627
188,DI,Gas-solid,H-V,45,0,354.330708661417,1.67105263157895,399.195096595886,56377.2222222222,2652.5826140625,10557.3830409357,2225.41666666667,0.0394736842105263,0.000462264150943396,15.9803322876767,4.23971062802327E-06,1,0.000192571148266165,0.000154056918612932,0.000231085377919398,https://www.sciencedirect.com/science/article/pii/S0043164814003627
189,DI,Gas-solid,H-V,30,0,354.330708661417,1.67105263157895,399.195096595886,56377.2222222222,2652.5826140625,10557.3830409357,2225.41666666667,0.0394736842105263,0.000462264150943396,15.9803322876767,4.23971062802327E-06,1,0.000165421377002642,0.000132337101602114,0.00019850565240317,https://www.sciencedirect.com/science/article/pii/S0043164814003627
190,DI,Gas-solid,H-V,15,0,354.330708661417,1.67105263157895,399.195096595886,56377.2222222222,2652.5826140625,10557.3830409357,2225.41666666667,0.0394736842105263,0.000462264150943396,15.9803322876767,4.23971062802327E-06,1,9.02456175804356E-05,7.21964940643485E-05,0.000108294741096523,https://www.sciencedirect.com/science/article/pii/S0043164814003627
191,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000325505756857221,0.000260404605485777,0.000390606908228665,karimi Thesis - TABLE a2
192,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000408364761877722,0.000326691809502178,0.000490037714253266,karimi Thesis - TABLE a2
193,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000149567666797302,0.000119654133437842,0.000179481200156762,karimi Thesis - TABLE a2
194,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,4.17549371664515E-05,3.34039497331612E-05,5.01059245997418E-05,karimi Thesis - TABLE a1
195,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,7.31056233995274E-05,5.84844987196219E-05,8.77267480794329E-05,karimi Thesis - TABLE a1
196,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,6.6124887373741E-05,5.28999098989928E-05,7.93498648484892E-05,karimi Thesis - TABLE a1
197,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000410989004184597,0.000328791203347678,0.000493186805021516,karimi Thesis - TABLE a2
198,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000438780480126553,0.000351024384101242,0.000526536576151864,karimi Thesis - TABLE a2
199,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,85.6705873756239,1920,0.0000413859375,0.0103125,18,0.009375,0.909090909090909,329.622097065777,0.00532190503198704,1,0.000185580508192651,0.000148464406554121,0.000222696609831181,karimi Thesis - TABLE a2
200,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,5.50998653516657E-05,4.40798922813326E-05,6.61198384219988E-05,karimi Thesis - TABLE a1
201,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,7.21907748116831E-05,5.77526198493465E-05,8.66289297740197E-05,karimi Thesis - TABLE a1
202,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000547467069229879,0.000437973655383903,0.000656960483075855,karimi Thesis - TABLE a2
203,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000413629587461725,0.00033090366996938,0.00049635550495407,karimi Thesis - TABLE a2
204,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000194644296158669,0.000155715436926935,0.000233573155390403,karimi Thesis - TABLE a2
205,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,4.27917414751982E-05,3.42333931801586E-05,5.13500897702378E-05,karimi Thesis - TABLE a1
206,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,7.99847604311376E-05,6.39878083449101E-05,9.59817125173651E-05,karimi Thesis - TABLE a1
207,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,5.88164405433852E-05,4.70531524347082E-05,7.05797286520622E-05,karimi Thesis - TABLE a1
208,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,5.31990574522968E-05,4.25592459618374E-05,6.38388689427562E-05,karimi Thesis - TABLE a1
209,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,5.93334829457148E-05,4.74667863565718E-05,7.12001795348577E-05,karimi Thesis - TABLE a1
210,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000457979083721438,0.00036638326697715,0.000549574900465725,karimi Thesis - TABLE a2
211,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000413859375,0.006015625,10.5,0.009375,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000515060400254819,0.000412048320203855,0.000618072480305783,karimi Thesis - TABLE a2
212,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0003310875,0.0240625,21,0.01875,0.909090909090909,968.685346479017,0.00896185339910021,1,0.000992326431732662,0.00079386114538613,0.00119079171807919,karimi Thesis - TABLE a3
213,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0003310875,0.0240625,21,0.01875,0.909090909090909,968.685346479017,0.00959584317476643,1,0.00122862032113481,0.000982896256907848,0.00147434438536177,karimi Thesis - TABLE a3
214,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0003310875,0.0240625,21,0.01875,0.909090909090909,968.685346479017,0.00908871627990326,1,0.000664529298679251,0.000531623438943401,0.000797435158415101,karimi Thesis - TABLE a3
215,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0000015328125,0.000668402777777778,3.5,0.003125,0.909090909090909,968.685346479017,0.0269017111967078,1,7.99847604311376E-05,6.39878083449101E-05,9.59817125173651E-05,karimi Thesis - TABLE a1
216,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0003310875,0.0240625,21,0.01875,0.909090909090909,968.685346479017,0.00997584783490273,1,0.000853324102238938,0.00068265928179115,0.00102398892268673,karimi Thesis - TABLE a3
217,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0003310875,0.0240625,21,0.01875,0.909090909090909,968.685346479017,0.00896185339910021,1,0.00110640955405501,0.000885127643244008,0.00132769146486601,karimi Thesis - TABLE a3
218,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0026487,0.09625,42,0.0375,0.909090909090909,968.685346479017,0.0161415693447724,1,0.00198096958414811,0.00158477566731849,0.00237716350097773,karimi Thesis - TABLE a4
219,DI,Liquid-solid,V-H,75,0,354.330708661417,1.5875,49.9745093024473,1120,0.0026487,0.09625,42,0.0375,0.909090909090909,968.685346479017,0.0103555610015991,1,0.00291406940426585,0.00233125552341268,0.00349688328511902,karimi Thesis - TABLE a4
220,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,1120,0.0026487,0.09625,42,0.0375,0.909090909090909,968.685346479017,0.00794577974356915,1,0.00358482602098627,0.00286786081678902,0.00430179122518352,karimi Thesis - TABLE a4
221,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0211896,0.385,84,0.075,0.909090909090909,968.685346479017,0.0104820673388071,1,0.00134754992021937,0.0010780399361755,0.00161705990426324,karimi Thesis - TABLE a5
